Region,Area,Landmark,Traffic_Index,Pollution_Index,Max_Traffic_Time,Date,Time
Downtown,North,Park,31,123,Evening,6/8/18,13:19:06
Downtown,East,School,27,36,Morning,7/14/19,14:26:23
Residential,East,Hospital,65,123,Evening,5/1/22,01:41:05
Industrial,North,Hospital,92,50,Evening,7/8/21,22:46:34
Downtown,West,Hospital,10,130,Morning,8/18/22,23:24:09
Industrial,North,Mall,88,46,Morning,7/14/19,14:20:49
Residential,East,Park,44,143,Evening,4/14/19,18:51:56
Industrial,East,School,71,113,Night,6/11/24,21:44:46
Residential,North,School,73,68,Evening,2/21/21,16:23:55
Residential,South,Stadium,68,76,Evening,9/3/18,07:47:05
Residential,South,Mall,25,81,Morning,7/26/20,12:27:26
Residential,South,Park,57,78,Morning,5/24/23,15:36:34
Suburb,West,School,49,133,Night,1/31/23,12:34:25
Suburb,North,Mall,91,65,Night,8/8/18,16:54:59
Downtown,East,School,89,64,Evening,1/5/20,04:08:37
Suburb,South,Stadium,53,131,Afternoon,12/4/21,05:50:49
Residential,South,Mall,93,128,Afternoon,1/14/24,04:12:35
Residential,West,Mall,50,125,Morning,2/15/25,13:50:56
Downtown,East,Park,41,135,Afternoon,1/21/22,08:19:54
Suburb,North,Stadium,30,96,Night,11/15/23,05:25:28
Downtown,South,Park,38,109,Night,12/18/23,08:08:38
Residential,East,Stadium,66,118,Morning,9/1/22,20:37:32
Suburb,West,Park,53,147,Afternoon,11/25/24,13:36:01
Industrial,East,School,83,67,Morning,10/21/19,17:51:19
Industrial,East,Hospital,85,88,Evening,1/2/21,21:30:09
Industrial,South,Hospital,61,83,Evening,11/6/23,03:14:40
Suburb,South,School,31,129,Night,2/9/25,04:29:03
Suburb,North,Stadium,19,61,Morning,9/30/20,00:52:59
Residential,East,Mall,22,126,Evening,8/15/20,20:00:00
Downtown,North,Mall,52,60,Night,9/17/24,01:57:27
Downtown,North,Stadium,29,32,Afternoon,12/28/24,04:24:46
Residential,North,School,93,128,Morning,8/23/24,17:58:01
Industrial,West,School,21,145,Night,11/23/24,09:57:24
Residential,West,Stadium,68,47,Evening,7/18/22,21:06:38
Residential,North,Mall,36,94,Morning,12/7/18,16:59:48
Industrial,South,Stadium,86,30,Evening,11/30/18,08:33:10
Downtown,North,School,27,110,Afternoon,11/12/18,13:59:31
Downtown,East,Stadium,52,120,Morning,6/14/21,13:27:28
Industrial,South,Hospital,62,39,Night,1/8/20,23:13:36
Downtown,East,Hospital,95,120,Morning,5/22/18,14:12:28
Residential,North,Park,41,55,Afternoon,6/19/21,04:03:36
Downtown,West,School,89,38,Night,2/7/21,02:00:11
Downtown,East,School,78,32,Night,7/17/23,18:30:00
Suburb,North,Park,84,101,Afternoon,3/22/18,12:06:31
Downtown,North,Mall,40,73,Afternoon,4/12/23,04:37:35
Suburb,East,School,77,115,Afternoon,8/27/18,15:53:01
Downtown,East,School,55,92,Afternoon,10/5/19,11:12:25
Industrial,East,Stadium,99,110,Morning,9/24/23,01:23:33
Industrial,North,Stadium,72,113,Morning,12/6/21,08:30:26
Residential,West,Hospital,11,78,Night,3/1/24,06:55:38
Residential,East,Hospital,48,66,Morning,7/1/21,05:45:05
Residential,East,Park,69,97,Afternoon,4/23/19,05:39:10
Industrial,East,Hospital,20,133,Evening,10/11/21,03:05:02
Suburb,East,Stadium,96,33,Morning,1/29/24,09:02:40
Industrial,West,Park,87,63,Evening,7/17/19,04:50:58
Industrial,North,Park,98,26,Morning,6/24/21,05:15:10
Residential,North,Stadium,20,85,Night,5/8/19,16:13:50
Residential,West,Park,82,83,Morning,4/22/24,22:30:49
Industrial,West,Hospital,52,137,Night,2/27/18,09:14:29
Industrial,South,Park,66,137,Morning,5/25/19,14:46:58
Suburb,South,Park,11,42,Evening,6/21/22,07:52:12
Industrial,East,School,61,85,Evening,12/27/20,04:57:23
Industrial,South,Park,89,102,Night,1/1/18,13:49:37
Industrial,North,School,63,91,Evening,10/27/18,04:35:28
Suburb,South,Hospital,49,64,Afternoon,11/8/24,04:46:23
Downtown,East,Hospital,93,61,Afternoon,6/5/21,16:09:32
Residential,South,Hospital,62,142,Evening,9/19/19,16:46:12
Residential,West,Stadium,74,92,Morning,9/27/19,20:24:27
Residential,South,Stadium,41,34,Morning,2/26/22,05:30:10
Residential,East,Mall,25,33,Evening,7/20/18,13:28:23
Industrial,South,Mall,12,148,Afternoon,1/1/19,23:11:39
Suburb,West,Mall,27,33,Night,5/2/20,06:44:21
Downtown,West,Mall,95,100,Night,6/4/22,07:48:51
Suburb,North,Hospital,99,100,Night,6/1/23,11:58:30
Residential,North,Hospital,59,140,Afternoon,11/15/18,04:17:57
Downtown,East,Park,29,139,Evening,4/23/20,07:34:54
Residential,West,School,82,61,Morning,1/13/21,21:24:43
Industrial,East,School,35,110,Evening,3/4/25,02:54:32
Downtown,South,School,93,70,Morning,12/26/21,17:45:31
Downtown,South,School,96,37,Evening,11/22/19,15:30:21
Industrial,East,Mall,12,28,Afternoon,6/4/18,17:47:31
Suburb,South,Mall,66,26,Afternoon,4/21/23,02:34:37
Downtown,East,Mall,53,64,Morning,6/10/20,17:46:34
Downtown,North,Stadium,15,139,Night,8/19/24,17:30:42
Downtown,East,Hospital,82,112,Morning,6/4/18,07:39:38
Downtown,East,Park,11,108,Afternoon,3/22/18,19:24:51
Industrial,West,Park,80,139,Morning,2/19/24,14:24:14
Suburb,West,Stadium,65,87,Afternoon,9/21/23,11:08:05
Industrial,East,Mall,28,48,Evening,10/2/20,08:01:10
Downtown,West,Park,51,122,Night,7/22/20,22:23:23
Industrial,South,Stadium,87,29,Morning,6/8/21,23:49:29
Residential,North,Stadium,54,105,Night,4/2/22,19:21:47
Suburb,North,Hospital,44,34,Morning,8/28/19,18:50:48
Downtown,West,Mall,17,52,Night,1/13/25,06:10:46
Downtown,North,Hospital,53,30,Afternoon,8/28/21,07:09:25
Industrial,West,School,42,59,Night,6/18/21,12:55:48
Downtown,West,School,19,29,Afternoon,8/5/21,07:07:37
Suburb,West,Park,22,138,Evening,12/26/19,13:48:28
Industrial,South,Hospital,66,107,Morning,1/5/24,01:26:56
Industrial,North,School,53,96,Night,11/23/21,13:20:35
Industrial,North,Hospital,88,88,Night,8/21/22,19:58:48
Residential,West,Hospital,51,86,Evening,11/23/23,21:23:51
Suburb,South,Mall,51,134,Afternoon,2/16/23,12:44:08
Industrial,South,Stadium,40,36,Morning,3/14/19,10:49:47
Suburb,North,Park,45,104,Morning,9/29/23,10:51:35
Downtown,South,Park,43,143,Night,1/11/25,10:17:57
Suburb,West,Hospital,88,136,Afternoon,1/7/23,11:19:04
Downtown,South,Hospital,29,100,Morning,10/6/22,12:26:24
Downtown,South,Park,49,127,Evening,9/22/20,04:54:57
Industrial,South,Mall,98,57,Morning,3/30/25,17:59:13
Downtown,South,Mall,51,72,Night,1/15/22,13:47:00
Downtown,East,Mall,77,130,Afternoon,11/15/24,22:53:19
Downtown,North,Stadium,89,76,Evening,12/3/21,19:07:19
Downtown,West,Mall,11,112,Night,11/21/20,06:58:47
Suburb,West,Hospital,71,79,Morning,8/9/21,03:35:03
Downtown,North,Mall,40,75,Afternoon,12/3/22,05:36:33
Suburb,West,Stadium,38,72,Evening,12/5/18,23:23:44
Industrial,South,Park,59,137,Evening,1/19/18,20:14:41
Downtown,West,Stadium,43,21,Morning,1/22/25,01:36:25
Downtown,West,School,36,130,Night,7/5/20,11:18:03
Downtown,South,Park,48,28,Afternoon,9/16/23,20:03:33
Suburb,West,Park,82,38,Morning,1/27/20,22:52:04
Suburb,West,Stadium,88,77,Afternoon,3/23/19,22:23:28
Downtown,South,Hospital,75,46,Night,5/9/20,09:21:49
Downtown,East,Hospital,66,72,Morning,12/7/18,14:43:38
Downtown,South,School,58,148,Night,8/10/20,21:47:49
Residential,North,Mall,11,116,Evening,3/24/25,14:43:54
Suburb,West,School,27,46,Morning,7/26/19,05:51:06
Industrial,North,Hospital,12,38,Night,1/19/18,13:28:55
Suburb,East,Park,27,100,Night,12/21/19,20:03:18
Residential,East,Stadium,18,44,Morning,5/4/22,18:34:15
Residential,East,School,71,114,Morning,11/30/22,13:46:09
Suburb,North,Mall,33,128,Morning,1/7/21,14:41:05
Downtown,East,Hospital,23,107,Afternoon,6/15/19,09:04:39
Industrial,West,Mall,67,46,Evening,9/18/24,09:04:27
Downtown,West,Mall,53,70,Morning,2/3/19,18:53:43
Industrial,South,Hospital,40,65,Morning,8/28/21,07:19:32
Suburb,South,Stadium,16,60,Morning,10/3/18,01:33:59
Suburb,East,Park,34,21,Evening,10/6/23,11:05:56
Industrial,North,School,41,100,Night,12/3/18,07:28:20
Industrial,West,Hospital,28,131,Afternoon,12/16/22,07:58:53
Industrial,South,Stadium,71,140,Afternoon,1/16/25,16:15:10
Residential,North,School,73,121,Afternoon,10/17/22,20:22:11
Residential,East,Hospital,80,112,Night,6/22/24,09:15:32
Industrial,East,Park,41,147,Afternoon,7/1/22,19:01:39
Industrial,North,Stadium,57,67,Morning,1/16/21,19:26:41
Suburb,North,Mall,19,87,Evening,9/26/23,08:10:54
Suburb,South,Park,50,63,Afternoon,12/25/22,14:57:24
Suburb,North,Park,39,142,Afternoon,9/11/23,12:56:34
Suburb,South,School,96,136,Morning,6/3/20,10:55:08
Industrial,North,Stadium,47,39,Afternoon,3/2/20,15:39:59
Suburb,North,School,39,81,Night,4/26/23,19:15:47
Downtown,South,Hospital,23,135,Morning,8/11/18,21:46:10
Suburb,East,School,72,127,Afternoon,5/18/22,16:34:39
Downtown,West,Hospital,77,103,Afternoon,8/26/19,20:25:02
Downtown,South,Hospital,81,104,Night,2/18/20,11:43:19
Suburb,West,Hospital,56,83,Morning,11/12/20,07:34:53
Residential,North,Hospital,42,65,Evening,3/19/20,18:35:23
Industrial,North,Stadium,23,76,Night,12/2/21,00:19:34
Industrial,West,Hospital,77,108,Afternoon,12/2/19,20:35:36
Suburb,West,Stadium,16,60,Night,11/22/24,23:29:20
Residential,South,Stadium,51,52,Morning,2/13/21,02:06:22
Downtown,East,Park,76,61,Afternoon,4/10/21,21:12:58
Industrial,South,Stadium,13,41,Morning,3/13/23,04:07:27
Residential,West,Park,67,128,Evening,6/11/23,23:23:33
Residential,East,Park,94,138,Night,1/17/18,19:07:04
Downtown,South,Mall,66,93,Night,11/24/23,12:55:21
Residential,North,Stadium,65,38,Evening,9/28/20,20:34:43
Residential,South,School,12,139,Night,4/20/21,05:40:00
Suburb,South,School,41,127,Night,2/27/25,04:36:31
Industrial,East,Mall,58,87,Morning,4/27/23,09:07:41
Suburb,West,School,35,26,Evening,6/8/24,20:03:20
Residential,North,Park,98,85,Evening,10/20/21,14:07:07
Industrial,West,Mall,20,127,Evening,3/21/20,13:52:33
Industrial,South,School,77,147,Morning,2/13/21,20:41:07
Suburb,West,Stadium,12,121,Morning,9/11/19,03:58:21
Downtown,East,Stadium,55,101,Morning,4/29/21,17:33:15
Downtown,South,School,15,62,Afternoon,12/5/22,09:26:55
Residential,West,Stadium,53,108,Night,12/25/18,18:34:46
Downtown,East,Stadium,23,122,Night,10/10/19,00:28:14
Industrial,West,Stadium,80,118,Evening,9/23/18,03:42:12
Suburb,South,Park,54,127,Afternoon,3/13/18,05:25:32
Residential,North,School,77,118,Evening,2/12/22,06:09:43
Downtown,South,Mall,32,76,Night,8/25/21,23:38:56
Industrial,West,Hospital,35,100,Evening,6/7/18,22:53:19
Suburb,South,School,79,129,Afternoon,1/15/23,08:38:23
Residential,West,School,62,80,Morning,3/17/24,21:54:28
Industrial,East,School,77,142,Evening,6/13/20,22:21:04
Suburb,East,Park,72,23,Evening,6/18/19,15:17:46
Residential,South,Stadium,69,60,Morning,11/4/21,06:33:06
Industrial,East,Hospital,24,39,Night,12/14/19,12:31:11
Downtown,South,Hospital,69,127,Evening,2/13/21,18:25:06
Downtown,East,Stadium,16,125,Morning,11/4/22,08:06:14
Suburb,East,Mall,61,94,Afternoon,12/28/23,19:23:31
Residential,South,Stadium,51,43,Evening,2/16/25,09:29:40
Suburb,West,Hospital,56,105,Afternoon,4/10/19,09:18:27
Suburb,South,Mall,44,51,Morning,9/27/18,02:41:18
Residential,West,Mall,15,105,Morning,3/6/21,02:32:21
Residential,North,Stadium,99,92,Afternoon,1/19/18,17:59:17
Suburb,South,Stadium,32,101,Evening,10/28/21,14:40:47
Suburb,East,School,16,61,Morning,10/1/23,23:27:12
Suburb,East,Park,16,32,Afternoon,5/31/24,18:27:46
Residential,West,School,75,148,Afternoon,6/5/21,04:33:53
Industrial,East,Park,68,35,Afternoon,2/19/22,01:55:43
Industrial,North,Hospital,64,64,Night,3/10/25,08:55:17
Downtown,South,Hospital,44,23,Afternoon,7/29/18,07:35:45
Residential,West,Mall,85,53,Night,3/16/21,03:49:35
Downtown,East,Mall,72,144,Afternoon,4/21/24,09:54:49
Industrial,North,Hospital,85,36,Afternoon,4/3/19,11:11:35
Suburb,West,Stadium,52,108,Morning,10/17/21,18:22:07
Industrial,South,Stadium,99,82,Evening,4/23/19,15:24:58
Residential,North,School,32,129,Evening,11/30/20,06:03:19
Industrial,South,Mall,85,70,Morning,1/1/19,16:21:12
Suburb,North,Park,89,27,Morning,1/30/24,00:27:39
Industrial,South,Mall,61,37,Morning,6/5/24,04:10:18
Downtown,North,Mall,15,77,Night,8/17/22,09:30:59
Industrial,East,Stadium,27,122,Morning,8/17/19,06:23:18
Downtown,South,School,27,126,Afternoon,11/21/23,01:07:29
Downtown,North,School,22,66,Morning,1/14/25,10:13:14
Downtown,East,Hospital,99,82,Afternoon,2/1/22,04:02:19
Suburb,West,Mall,51,78,Evening,2/4/19,05:23:21
Downtown,North,School,27,63,Afternoon,6/7/18,08:44:21
Industrial,East,Mall,34,85,Afternoon,8/8/22,22:47:03
Industrial,North,Park,20,135,Night,11/3/22,12:05:13
Industrial,North,Park,34,37,Night,5/9/22,04:16:00
Suburb,West,Mall,68,111,Morning,1/13/19,23:14:53
Suburb,North,School,83,103,Morning,12/11/22,00:10:48
Downtown,North,School,90,46,Morning,2/26/20,11:50:35
Suburb,North,School,49,60,Morning,10/20/20,05:32:27
Suburb,West,Mall,37,77,Morning,12/26/22,09:19:40
Suburb,North,Stadium,57,54,Night,11/25/19,08:55:01
Suburb,South,School,68,147,Morning,3/7/24,02:09:24
Industrial,East,Park,36,147,Night,5/27/21,15:26:26
Residential,East,Park,21,79,Evening,1/14/25,02:45:19
Industrial,North,School,54,65,Evening,8/18/18,14:26:43
Downtown,North,Mall,14,145,Afternoon,4/20/22,13:07:03
Downtown,North,Hospital,29,147,Morning,10/3/18,12:54:11
Downtown,North,Park,17,130,Evening,6/26/24,06:38:38
Suburb,West,School,49,71,Night,10/12/22,04:48:43
Industrial,North,Hospital,80,136,Night,2/3/25,16:56:48
Downtown,West,Hospital,55,80,Night,8/13/21,01:55:04
Downtown,North,Park,47,140,Evening,7/29/22,18:40:47
Suburb,South,Stadium,69,133,Evening,11/10/20,17:05:02
Suburb,North,School,86,32,Night,9/17/20,13:30:33
Residential,North,Stadium,82,29,Night,4/2/21,04:28:15
Suburb,North,Stadium,14,65,Morning,7/21/24,01:22:11
Suburb,North,Mall,39,62,Morning,7/17/18,04:06:04
Industrial,East,School,47,25,Evening,6/17/20,17:31:34
Downtown,North,Mall,27,113,Morning,9/30/22,15:17:55
Residential,North,School,79,112,Night,9/26/23,13:44:13
Residential,South,Stadium,36,41,Afternoon,2/25/25,12:44:56
Residential,South,School,52,51,Morning,4/20/21,01:30:11
Industrial,North,Hospital,89,80,Night,6/4/24,21:20:50
Suburb,West,School,42,91,Morning,2/27/24,22:27:38
Residential,South,Mall,37,58,Morning,11/17/21,17:09:59
Suburb,West,Stadium,71,66,Night,5/9/22,02:43:10
Downtown,West,Hospital,13,136,Morning,8/16/18,21:20:27
Suburb,East,School,60,40,Morning,3/9/22,18:19:32
Residential,West,Mall,24,126,Afternoon,2/15/25,00:27:58
Downtown,South,Mall,56,43,Evening,1/18/22,06:06:13
Industrial,South,Hospital,93,55,Evening,5/26/18,10:13:54
Residential,South,Mall,58,144,Evening,2/4/19,09:08:49
Industrial,North,Stadium,80,79,Evening,10/24/19,21:16:37
Downtown,South,Park,15,36,Evening,12/4/20,20:01:21
Residential,South,Hospital,64,81,Morning,11/12/22,08:47:29
Residential,South,Mall,42,149,Night,10/15/21,17:46:00
Residential,East,Park,85,98,Evening,11/7/20,04:47:16
Residential,South,Stadium,19,140,Evening,3/5/24,11:14:46
Suburb,North,Park,14,125,Night,8/15/21,11:49:11
Residential,North,Park,94,32,Afternoon,12/27/22,20:01:14
Suburb,West,Stadium,56,61,Morning,9/7/20,20:03:43
Suburb,East,School,48,90,Morning,1/23/22,19:06:17
Residential,West,Hospital,92,109,Night,10/29/21,14:49:03
Residential,North,Park,28,135,Evening,2/23/22,06:16:18
Downtown,North,Stadium,37,84,Evening,1/25/21,15:52:22
Industrial,West,Stadium,97,29,Night,5/8/22,02:11:04
Industrial,North,School,54,116,Evening,6/24/20,00:59:56
Residential,North,School,62,126,Evening,1/12/20,03:35:16
Suburb,South,Mall,41,21,Afternoon,7/8/19,13:50:51
Residential,East,Park,93,58,Afternoon,10/30/19,22:04:13
Residential,West,Stadium,20,113,Afternoon,11/18/24,00:07:03
Downtown,North,Stadium,10,136,Morning,4/26/23,14:25:12
Suburb,North,Park,48,81,Afternoon,4/6/21,17:50:02
Suburb,North,Hospital,51,94,Morning,3/29/24,02:07:47
Suburb,West,Hospital,85,92,Evening,1/16/21,10:30:52
Residential,South,School,66,134,Afternoon,1/25/18,22:42:08
Residential,East,Park,64,116,Afternoon,9/13/24,17:16:47
Residential,West,Mall,73,65,Evening,9/27/21,03:41:00
Suburb,North,Park,38,74,Evening,9/30/24,06:33:29
Residential,North,Mall,49,47,Morning,11/3/20,16:08:20
Industrial,East,Stadium,34,40,Afternoon,10/19/20,15:15:02
Suburb,West,Park,30,24,Night,2/16/18,07:20:59
Industrial,South,Hospital,77,110,Evening,4/10/21,19:14:59
Suburb,East,Hospital,58,132,Night,10/31/22,01:59:11
Downtown,West,Park,48,51,Night,8/19/23,17:29:48
Suburb,East,Stadium,20,109,Evening,8/4/19,02:40:51
Downtown,West,Hospital,52,99,Night,5/17/20,04:15:59
Residential,East,Stadium,87,81,Afternoon,8/15/23,19:16:35
Downtown,North,Stadium,55,53,Morning,3/24/23,09:33:57
Industrial,East,School,65,52,Evening,10/29/24,17:42:01
Residential,East,School,30,111,Morning,10/11/19,03:56:43
Suburb,North,Stadium,89,94,Afternoon,8/10/19,21:29:58
Industrial,East,Hospital,19,29,Night,2/13/24,06:22:20
Suburb,East,Stadium,36,135,Morning,3/25/22,03:56:07
Industrial,South,Hospital,20,93,Morning,12/23/22,10:35:12
Industrial,South,Stadium,58,45,Morning,1/9/25,06:44:24
Downtown,North,Park,43,115,Night,7/26/18,17:08:02
Residential,West,Stadium,13,103,Morning,8/12/22,12:09:17
Industrial,South,Hospital,16,55,Evening,7/4/24,08:38:56
Residential,North,Hospital,45,96,Morning,5/15/19,23:04:16
Suburb,North,Hospital,62,96,Evening,12/24/21,09:58:04
Industrial,East,Stadium,33,94,Afternoon,4/1/19,01:44:24
Suburb,South,Stadium,52,114,Afternoon,6/9/21,19:01:56
Suburb,East,Hospital,99,57,Morning,7/31/18,18:44:20
Downtown,South,Park,36,99,Afternoon,3/26/22,19:54:35
Residential,West,Hospital,44,139,Afternoon,10/14/19,07:17:05
Downtown,South,Hospital,74,108,Afternoon,11/13/22,20:18:22
Residential,South,Stadium,42,30,Afternoon,8/15/20,04:03:25
Suburb,East,School,78,24,Night,4/3/23,07:15:22
Industrial,East,Mall,85,32,Evening,3/7/19,23:33:08
Residential,West,Hospital,17,68,Afternoon,3/28/18,15:29:04
Residential,East,Park,68,101,Afternoon,3/14/21,07:57:21
Residential,East,Hospital,40,123,Night,8/16/21,09:46:42
Downtown,East,Stadium,72,69,Evening,3/16/24,18:34:16
Residential,North,Stadium,31,40,Night,1/7/25,01:21:22
Downtown,West,Hospital,48,143,Afternoon,10/10/24,14:09:02
Residential,South,School,34,46,Morning,12/22/23,04:54:12
Suburb,South,School,45,92,Afternoon,3/4/21,05:05:23
Suburb,East,Hospital,85,111,Afternoon,3/3/24,23:13:24
Residential,North,Mall,27,91,Afternoon,11/10/18,07:57:04
Downtown,East,Hospital,53,69,Night,5/21/21,08:55:29
Downtown,North,School,30,104,Night,8/1/23,06:48:59
Downtown,South,Stadium,78,77,Evening,3/26/23,21:10:35
Suburb,North,School,75,93,Afternoon,7/17/18,19:44:39
Downtown,East,School,61,62,Afternoon,5/9/21,06:48:52
Suburb,East,Mall,72,149,Afternoon,4/26/19,20:36:15
Residential,West,Hospital,48,125,Morning,2/2/22,03:24:36
Downtown,North,Mall,76,82,Night,6/27/18,21:59:55
Industrial,West,Park,54,82,Night,3/5/18,03:31:27
Suburb,North,Stadium,16,142,Evening,8/8/19,11:29:04
Residential,West,Park,47,45,Evening,10/28/23,22:43:16
Downtown,East,Park,50,62,Afternoon,2/29/20,05:38:29
Residential,East,Park,20,143,Morning,2/14/22,17:36:09
Residential,West,Stadium,47,46,Morning,3/1/25,09:33:25
Downtown,North,Hospital,45,132,Night,4/15/21,20:53:38
Industrial,North,Stadium,98,31,Afternoon,7/4/24,08:26:00
Suburb,South,Mall,69,131,Afternoon,1/16/21,06:08:08
Downtown,North,School,12,37,Evening,2/4/24,19:45:38
Suburb,South,Stadium,92,101,Afternoon,7/24/20,19:43:21
Downtown,West,Stadium,76,82,Afternoon,7/20/23,01:30:57
Downtown,South,Park,98,64,Afternoon,3/14/20,07:41:56
Residential,East,Mall,77,90,Morning,8/14/22,21:44:41
Industrial,North,Stadium,25,32,Evening,12/31/18,15:34:51
Residential,West,Stadium,18,110,Afternoon,8/30/21,02:03:35
Residential,South,Hospital,75,59,Night,11/9/23,21:32:34
Residential,South,Park,10,26,Afternoon,1/21/23,17:30:18
Residential,North,School,24,88,Morning,9/27/20,15:51:50
Industrial,South,School,44,25,Morning,7/23/21,15:30:16
Suburb,East,Stadium,39,51,Morning,3/12/22,04:07:05
Suburb,North,Park,28,56,Evening,10/19/20,01:57:05
Industrial,South,Stadium,82,103,Afternoon,10/30/18,02:16:06
Industrial,West,Park,34,122,Afternoon,3/27/21,19:45:35
Downtown,North,Stadium,27,147,Morning,12/20/23,12:43:53
Downtown,East,Park,90,106,Afternoon,11/1/20,14:52:18
Suburb,South,Hospital,91,91,Afternoon,6/3/21,22:21:21
Downtown,East,Mall,15,129,Evening,5/16/18,10:07:32
Residential,East,Mall,78,110,Night,7/30/21,00:20:48
Residential,South,Stadium,13,76,Morning,5/4/24,22:35:36
Downtown,West,Park,93,106,Afternoon,3/11/20,00:18:44
Residential,North,Park,73,133,Evening,8/15/19,04:45:58
Residential,North,Park,90,58,Evening,6/20/20,06:10:36
Downtown,West,Park,62,28,Evening,2/10/23,13:26:41
Downtown,South,Stadium,87,103,Night,12/26/22,20:14:42
Industrial,East,Park,54,127,Night,5/29/22,12:17:06
Downtown,South,Stadium,86,45,Afternoon,3/29/18,10:57:15
Downtown,West,Mall,94,149,Night,2/8/18,13:13:11
Suburb,East,Stadium,31,35,Night,3/10/20,15:23:49
Suburb,West,Hospital,29,134,Morning,7/19/18,15:21:44
Suburb,South,Stadium,54,75,Night,3/19/23,18:05:11
Suburb,North,Park,84,96,Afternoon,8/29/24,16:50:01
Downtown,East,Park,58,102,Night,12/29/23,18:36:08
Residential,South,Stadium,48,132,Afternoon,8/9/24,15:19:57
Industrial,East,Mall,83,83,Afternoon,5/26/19,10:51:45
Residential,West,Park,36,105,Afternoon,11/10/20,23:19:19
Suburb,North,Hospital,45,43,Night,9/13/22,15:52:03
Residential,West,Stadium,49,56,Night,10/10/23,15:38:10
Suburb,West,Mall,63,144,Afternoon,10/23/24,23:15:11
Residential,East,Park,61,136,Morning,10/1/18,09:06:50
